"","PARTY","educ","race","Voted_2020","gender","FT_DemParty","FT_RepParty","FT_Biden_pre","FT_Trump_pre","FT_Biden_post","FT_Trump_post","FT_Fauci","FT_fundamentalist","FT_Feminists","FT_Liberals","FT_laborUnions","FT_bigBusiness","FT_conservatives","FT_SCOTUS","FT_gaymen","FT_Congress","FT_Muslims","FT_Christians","FT_Jewish","FT_police","FT_Transpeople","FT_Scientist","FT_BLM","FT_journalists","FT_NATO","FT_UN","FT_NRA","FT_Socialist","FT_capitalist","FT_FBI","FT_ICE","FT_MeToo","FT_rural","FT_Parent","FT_WHO","FT_CDC"
"6486","Republican","Bachelor's Degree","White",TRUE,"Female",0,100,0,100,0,100,0,85,50,15,85,50,100,85,100,50,85,85,100,100,100,85,0,0,50,50,100,0,50,70,100,50,100,0,15,40
"6487","Democrat","Graduate Degree","White",TRUE,"Male",70,0,85,0,85,0,100,50,100,70,70,60,30,50,100,60,50,50,50,70,100,100,85,70,50,70,30,70,50,60,40,100,100,100,70,60
"6488","Republican","Graduate Degree","White",TRUE,"Male",0,100,0,100,0,100,70,85,40,0,15,50,100,85,50,70,50,100,85,85,50,NA,15,0,50,40,85,0,50,85,85,0,85,30,15,70
"6489","Democrat","Graduate Degree","Black",TRUE,"Male",85,30,100,0,100,0,100,75,85,85,100,60,60,75,90,70,85,75,85,65,85,100,100,85,90,100,40,85,80,85,40,90,30,85,90,70
"6490","Republican","Bachelor's Degree","White",TRUE,"Female",0,60,0,70,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6491","Republican","Less than High School","White",FALSE,"Male",0,85,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6492","Republican","Some College","White",FALSE,"Male",0,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6493","Democrat","Some College","Asian",TRUE,"Male",60,50,85,0,100,0,100,0,50,70,70,50,0,40,50,40,50,50,40,15,50,100,100,85,85,85,0,60,60,60,0,50,15,70,85,70
"6494","Democrat","Bachelor's Degree","White",TRUE,"Female",70,0,60,0,85,0,60,0,70,85,0,50,15,30,85,70,85,60,85,70,85,100,85,85,50,60,0,15,15,70,30,60,85,85,60,70
"6495","Democrat","Some College","Hispanic",FALSE,"Female",100,0,70,15,85,0,70,50,90,100,100,40,40,100,100,70,80,55,90,65,100,100,100,60,85,90,30,60,65,80,0,75,85,100,90,90
"6496","Republican","Graduate Degree","White",TRUE,"Male",0,100,0,100,15,70,100,100,15,0,50,70,100,50,0,50,0,100,70,100,15,100,40,15,100,70,50,0,70,70,100,NA,85,0,70,70
"6497","Republican","Graduate Degree","White",TRUE,"Female",0,70,30,30,60,15,70,50,60,40,60,15,60,50,60,40,50,60,50,70,40,100,0,40,NA,50,60,30,50,50,50,60,85,40,50,70
"6498","Democrat","Bachelor's Degree","White",FALSE,"Female",85,0,85,0,85,0,100,40,70,70,50,40,30,60,70,60,70,70,70,60,70,70,70,70,60,70,NA,40,40,50,40,70,70,70,60,60
"6499","Republican","High School","White",FALSE,"Male",15,85,0,85,0,85,0,30,0,0,70,15,70,60,0,50,15,40,100,85,0,50,0,0,0,0,85,0,70,50,60,0,85,0,0,15
"6500","Democrat","Some College","Hispanic",FALSE,"Female",70,30,70,30,60,60,70,60,60,60,70,50,50,50,60,50,60,70,60,60,60,60,60,60,NA,60,40,60,60,60,15,60,NA,85,60,60
"6501","Democrat",NA,"White",TRUE,"Male",70,0,100,0,100,0,85,30,60,70,60,40,30,60,70,15,50,50,50,70,50,85,60,70,85,85,0,50,60,85,40,70,85,100,85,85
"6502","Independent","Some College","White",FALSE,"Male",60,70,50,60,60,50,90,60,50,50,70,50,50,70,50,60,50,100,60,100,50,60,50,50,70,75,85,50,50,90,100,NA,50,50,80,100
"6503","Independent","Some College","Hispanic",TRUE,"Female",50,30,30,0,40,0,50,0,100,60,60,40,30,50,100,50,100,50,100,15,100,100,100,60,50,50,0,15,50,50,0,100,30,100,70,50
"6504","Republican","Some College","Hispanic",TRUE,"Male",30,30,15,40,15,15,50,40,60,70,70,60,40,40,85,40,70,60,70,85,70,85,60,30,85,85,70,40,85,60,40,70,50,85,85,85
"6505","Republican","Bachelor's Degree","White",TRUE,"Female",15,100,0,100,0,100,40,85,40,30,40,50,85,85,50,50,50,100,100,85,50,70,50,30,50,50,50,30,30,50,50,40,50,30,30,50
"6506","Republican","Bachelor's Degree","White",TRUE,"Male",NA,NA,NA,NA,40,60,70,50,55,60,60,60,75,70,75,75,75,75,75,90,60,75,60,60,NA,65,85,35,80,75,65,70,85,50,85,85
"6507","Independent","Graduate Degree","White",TRUE,"Male",30,40,40,70,35,45,80,80,50,80,80,50,80,80,80,0,80,80,80,60,80,100,40,15,50,50,50,80,80,80,50,15,80,50,50,80
"6508","Democrat","Graduate Degree","White",TRUE,"Male",NA,NA,NA,NA,NA,NA,85,25,70,85,85,60,40,90,70,70,NA,70,80,85,NA,90,75,80,80,95,60,85,70,90,75,NA,85,95,NA,95
"6509","Democrat","Bachelor's Degree","Asian",TRUE,"Female",70,0,70,0,70,0,85,20,80,80,65,40,10,35,80,40,70,50,70,30,75,80,85,60,60,65,10,75,50,60,10,75,50,75,75,65
"6510","Democrat","High School","White",TRUE,"Female",70,15,70,0,100,0,85,50,100,85,70,15,15,40,100,30,100,50,50,50,100,100,100,50,70,50,30,100,15,70,40,100,70,100,100,85
"6511","Republican","Graduate Degree","White",TRUE,"Male",15,85,15,70,0,85,15,50,50,30,40,50,70,60,50,50,50,50,50,85,50,50,50,30,50,50,60,15,50,50,50,50,50,50,50,50
"6512","Democrat","Graduate Degree","White",TRUE,"Female",70,0,90,0,95,0,100,10,90,80,75,40,25,60,50,70,85,90,50,50,50,100,80,90,95,85,0,70,40,25,40,75,40,75,85,85
"6513","Democrat","Bachelor's Degree","White",FALSE,"Male",5,0,12,0,30,0,85,0,50,75,70,10,15,30,100,1,80,35,90,50,95,100,60,5,50,80,5,15,40,50,0,50,50,80,15,80
"6514","Republican","Some College","White",FALSE,"Male",15,85,0,100,0,100,85,50,50,0,0,85,100,85,50,85,50,100,100,100,50,85,0,0,50,50,100,0,100,40,100,50,100,0,50,70
"6515","Democrat","Bachelor's Degree","White",TRUE,"Female",60,0,73,0,70,0,80,0,90,75,70,0,5,35,90,15,70,70,70,5,90,90,95,70,45,60,0,90,0,25,0,70,40,90,75,70
"6516","Democrat","High School","Black",TRUE,"Male",60,40,70,0,70,0,70,15,60,60,30,60,60,30,40,0,70,40,30,15,50,50,40,60,30,50,40,15,0,15,0,40,60,70,70,85
"6517","Republican","High School","Black",FALSE,"Female",0,70,0,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6518","Independent","Some College","White",TRUE,"Female",70,70,85,60,85,60,100,60,70,70,85,70,85,100,70,85,50,100,NA,100,50,100,85,60,85,100,50,15,50,100,60,100,NA,0,100,100
"6519","Republican","Bachelor's Degree","Black",FALSE,"Female",40,70,40,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6520","Republican","High School","White",TRUE,"Male",40,85,50,70,70,40,60,50,50,30,20,40,50,80,50,70,50,50,65,100,60,80,50,NA,70,80,60,NA,NA,85,40,NA,80,40,65,65
"6521","Democrat","Some College","Black",TRUE,"Male",100,10,100,0,100,0,70,100,100,80,80,100,60,70,NA,70,70,100,100,70,NA,100,100,100,100,70,0,100,80,80,0,NA,75,100,100,100
"6522","Independent","High School","Native American",TRUE,"Female",70,70,NA,NA,60,60,100,50,60,50,50,60,50,60,50,60,50,60,50,50,50,50,60,50,NA,60,60,50,60,NA,50,50,NA,50,50,60
"6523","Democrat","Some College","White",TRUE,"Female",85,5,95,0,95,0,95,10,70,75,55,30,0,35,85,45,80,65,80,55,75,90,65,85,75,55,0,50,25,50,10,65,35,70,60,65
"6524","Democrat","High School","Black",TRUE,"Male",40,50,NA,NA,85,30,70,50,50,70,70,30,50,50,50,50,50,85,70,70,50,50,50,40,50,50,60,NA,NA,50,40,70,85,70,NA,50
"6525","Republican","Bachelor's Degree","Asian",TRUE,"Male",5,60,15,75,30,40,50,60,50,15,15,60,60,85,30,50,50,85,70,85,30,85,0,15,40,70,60,15,70,70,60,60,50,0,70,70
"6526","Democrat","Some College","White",TRUE,"Female",85,15,85,0,85,0,100,10,60,70,60,10,30,70,60,60,60,30,60,60,50,85,30,70,60,70,0,50,50,70,40,60,50,85,60,70
"6527","Democrat","High School","White",TRUE,"Female",85,70,70,25,70,0,100,NA,NA,70,NA,70,60,60,0,70,70,100,85,85,0,100,60,NA,NA,85,85,70,NA,NA,70,0,100,100,60,100
"6528","Independent","Bachelor's Degree","White",TRUE,"Female",0,100,50,50,0,100,30,0,0,0,100,85,100,85,100,85,85,85,100,100,0,100,0,0,0,0,100,0,100,85,100,NA,100,85,NA,0
"6529","Independent","Some College","White",FALSE,NA,50,50,15,85,15,85,50,50,50,50,50,50,50,50,50,50,50,85,50,100,70,50,30,50,NA,50,NA,NA,NA,85,85,NA,NA,100,NA,70
"6530","Independent","High School","Hispanic",FALSE,"Female",60,60,70,0,60,0,60,60,85,60,60,50,60,50,100,50,60,50,50,50,100,70,85,50,NA,50,NA,NA,50,50,NA,NA,NA,NA,NA,NA
"6531","Republican","Graduate Degree","Asian",TRUE,"Male",15,70,0,100,15,100,60,NA,50,50,40,50,60,70,60,40,70,100,70,100,50,85,0,40,50,50,60,0,85,30,60,60,NA,0,15,50
"6532","Independent","Bachelor's Degree","White",FALSE,"Female",50,50,50,0,60,0,50,100,40,30,50,60,50,50,0,50,40,100,50,70,0,90,30,30,50,50,20,NA,50,50,NA,NA,90,0,90,50
"6533","Republican","Some College","White",TRUE,"Female",0,85,15,100,15,100,60,60,50,0,40,50,85,85,0,40,40,100,100,100,0,85,0,40,70,85,85,0,85,85,100,40,85,15,40,70
"6534","Republican","Bachelor's Degree","White",FALSE,"Male",40,30,60,15,70,15,85,30,50,30,40,60,30,60,50,40,40,40,50,85,50,85,60,40,70,60,40,30,50,70,40,60,60,60,60,60
"6535","Republican","Some College","White",TRUE,"Female",0,85,0,85,0,70,40,70,40,30,60,70,70,70,60,60,70,85,85,85,60,70,30,40,40,40,60,15,NA,60,60,NA,85,30,30,60
"6536","Republican","High School","White",FALSE,"Female",0,85,0,100,0,100,40,100,60,0,85,85,100,85,15,0,15,100,70,100,0,85,0,0,60,70,100,0,85,70,100,0,100,0,15,70
"6537","Republican","Some College","White",TRUE,"Female",0,70,0,100,0,100,0,100,50,0,50,50,85,100,50,50,50,100,100,100,50,50,0,0,50,50,100,0,50,85,50,NA,NA,0,30,50
"6538","Democrat","Graduate Degree","White",TRUE,"Male",60,0,85,0,85,0,85,0,100,100,85,15,15,50,100,15,100,50,85,40,100,100,85,85,70,85,0,60,60,50,0,50,NA,100,100,100
"6539","Democrat","Graduate Degree","Hispanic",TRUE,"Female",40,0,60,0,70,0,85,0,100,60,70,30,30,30,100,40,85,40,100,30,100,100,100,70,60,60,0,70,30,60,0,85,85,85,60,60
"6540","Republican","Graduate Degree","White",TRUE,"Male",40,55,15,65,30,65,50,60,40,50,50,50,70,50,60,45,60,80,90,75,50,70,20,40,50,50,65,20,60,55,50,35,65,30,50,50
"6541","Republican","Some College","Native American",TRUE,"Female",40,85,30,70,40,70,85,50,70,15,15,60,70,70,85,30,50,60,85,85,50,85,40,15,60,40,50,0,70,50,70,60,85,15,40,70
"6542","Republican","Some College","White",FALSE,"Female",50,60,0,70,30,40,0,50,50,50,40,50,70,50,50,50,50,70,60,15,40,70,15,70,50,70,NA,30,60,50,50,50,50,50,40,30
"6543","Republican","Some College","White",TRUE,"Male",0,70,2,98,5,95,50,15,50,30,50,50,70,68,50,30,50,78,50,72,50,87,35,43,55,48,80,31,53,48,96,0,50,30,20,50
"6544","Democrat","Graduate Degree","White",TRUE,"Female",50,50,60,0,55,0,90,70,85,85,70,15,40,50,85,50,70,100,100,85,70,85,85,60,50,85,50,85,40,85,15,100,70,70,85,100
"6545","Democrat","Graduate Degree","Black",TRUE,"Female",80,40,60,0,70,0,30,50,100,50,50,15,15,5,100,15,100,100,100,15,100,60,100,50,NA,70,0,50,25,55,0,100,5,100,70,60
"6546","Democrat","Bachelor's Degree","White",TRUE,"Female",70,15,70,0,85,0,100,40,85,90,85,40,50,50,88,80,80,60,100,70,85,100,90,90,90,100,0,70,50,85,0,90,90,90,80,95
"6547","Republican","Graduate Degree",NA,FALSE,"Male",15,60,60,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6548","Republican","High School","White",FALSE,"Female",0,85,0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6549","Democrat","Some College","Asian",TRUE,"Male",1,0,1,0,15,0,100,0,100,60,100,0,15,15,100,60,50,0,40,15,100,100,100,70,0,0,0,100,0,15,0,85,50,100,50,100
"6550","Independent","Graduate Degree","White",TRUE,"Male",30,15,75,0,65,0,70,30,30,40,15,50,40,70,50,15,50,60,60,60,50,70,60,70,85,40,15,40,60,70,15,50,50,50,30,30
"6551","Republican","Bachelor's Degree","White",TRUE,"Male",0,70,50,100,15,50,70,50,0,50,15,0,50,50,50,15,50,50,50,50,50,50,0,0,70,85,15,70,15,50,50,100,85,50,100,50
"6552","Democrat","High School","White",TRUE,NA,90,0,100,0,100,0,100,25,75,85,75,25,25,50,100,50,50,50,100,75,100,100,100,50,100,100,0,50,50,100,50,100,0,100,100,100
"6553","Democrat","High School","Black",TRUE,"Male",100,0,100,0,100,0,100,100,85,60,95,86,30,100,100,100,90,100,70,100,85,100,100,100,95,99,0,0,50,100,100,100,100,50,100,100
"6554","Independent","Graduate Degree","White",TRUE,"Male",60,10,80,0,80,0,90,15,60,70,50,40,50,60,50,50,50,80,50,60,50,90,80,80,50,80,10,NA,50,60,50,60,70,60,80,90
"6555","Democrat","Bachelor's Degree","White",TRUE,"Female",85,15,85,0,100,0,85,50,90,90,100,60,40,30,85,70,80,85,90,85,80,100,80,90,60,60,30,50,50,80,70,90,30,90,100,90
"6556","Democrat","Some College","White",TRUE,"Male",65,0,65,0,80,0,90,0,85,80,70,5,0,30,85,50,85,10,75,15,100,95,85,80,65,75,0,90,5,65,0,95,30,95,85,70
"6557","Democrat","Bachelor's Degree","Hispanic",TRUE,"Female",85,15,85,15,85,15,70,NA,100,70,100,50,40,50,100,40,70,70,70,70,70,100,85,100,50,85,15,50,50,50,40,85,NA,70,NA,70
"6558","Republican","Graduate Degree","White",TRUE,"Female",40,60,40,40,75,50,85,10,75,65,85,50,30,85,70,50,65,50,80,80,50,100,65,80,90,85,0,20,70,80,10,NA,75,75,75,90
"6559","Republican","Graduate Degree","White",TRUE,"Female",0,85,15,70,30,50,90,50,40,15,10,75,70,90,50,25,50,50,50,90,50,80,0,10,50,50,50,10,80,60,80,10,75,25,30,60
"6560","Democrat","Graduate Degree","Hispanic",TRUE,"Female",70,40,100,NA,85,0,100,50,85,85,50,50,0,0,100,30,50,50,50,0,100,100,100,50,NA,85,0,85,NA,50,0,100,NA,100,85,100
"6561","Republican","Some College","White",TRUE,"Male",50,50,40,60,70,0,100,40,55,70,40,60,60,90,90,30,100,70,90,85,90,100,60,15,90,60,15,40,75,60,80,60,90,70,30,100
"6562","Republican","Graduate Degree","White",TRUE,"Male",0,15,30,15,30,0,85,0,50,40,0,50,15,50,50,15,60,60,60,70,50,100,40,60,70,85,15,50,70,70,15,50,85,60,60,70
"6563","Democrat","Some College","White",TRUE,"Male",85,30,85,0,85,0,100,50,85,70,50,70,40,60,85,70,70,85,100,85,70,85,85,70,70,70,40,40,40,70,40,70,70,85,85,85
"6564","Democrat","Bachelor's Degree","Black",TRUE,"Male",85,40,70,40,70,15,100,50,70,80,40,70,60,70,60,30,60,85,85,70,70,100,85,70,50,50,15,60,85,50,50,100,70,70,85,85
"6565","Republican","High School","White",TRUE,"Male",0,70,15,70,15,85,60,70,40,15,30,50,85,85,15,15,0,85,50,100,0,70,0,0,50,15,70,0,70,85,85,0,85,60,50,85
"6566","Democrat","Bachelor's Degree","Black",TRUE,"Female",100,0,85,0,85,0,100,70,85,60,70,70,85,85,70,70,70,70,70,70,70,85,85,85,70,70,70,70,70,85,NA,NA,85,85,70,100
"6567","Republican","Bachelor's Degree","White",TRUE,"Female",20,80,50,80,30,80,30,90,90,90,80,40,90,80,90,70,90,90,90,100,90,90,40,20,95,90,100,70,50,90,50,100,95,100,90,100
"6568","Republican","Some College","White",TRUE,"Male",15,85,55,95,30,90,40,90,55,10,65,65,80,70,40,75,60,90,65,85,15,70,5,15,80,65,80,0,80,70,80,65,85,35,45,60
"6569","Republican","Some College","White",TRUE,"Female",0,70,0,85,0,85,40,50,40,15,30,50,70,70,50,50,50,85,50,85,50,50,15,30,40,40,50,0,50,50,50,0,50,50,40,70
"6570","Republican","Bachelor's Degree","Native American",FALSE,"Female",60,70,60,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6571","Republican","Some College","White",TRUE,"Female",0,70,0,100,0,100,0,70,30,0,50,60,85,100,100,40,85,100,100,100,100,50,0,30,50,0,100,0,85,85,85,70,100,30,0,0
"6572","Democrat","Graduate Degree","Hispanic",TRUE,"Male",60,0,60,0,70,0,70,0,100,85,40,0,15,40,85,50,70,50,70,15,100,100,70,70,50,60,0,60,30,50,0,85,50,85,60,60
"6573","Republican","Some College","White",TRUE,"Male",0,70,0,90,0,100,0,90,0,5,40,50,100,70,70,40,2,90,95,95,5,30,0,0,40,50,100,0,90,80,100,0,50,0,50,7
"6574","Republican","Bachelor's Degree","White",TRUE,"Female",40,30,70,0,8,0,90,15,60,40,70,30,70,80,70,40,50,80,80,80,50,80,70,70,70,60,30,50,60,50,15,50,50,85,70,70
"6575","Republican","High School","White",TRUE,"Female",85,15,100,0,100,0,100,100,100,100,100,50,100,50,100,75,100,100,100,100,100,100,100,75,100,75,100,100,100,100,100,100,100,100,75,100
"6576","Independent","Some College","Other",FALSE,"Male",50,50,40,80,0,60,60,50,50,40,40,60,40,70,50,40,40,60,60,60,50,30,40,0,70,70,70,30,40,40,15,50,70,60,40,40
"6577","Democrat","Bachelor's Degree","Asian",TRUE,"Male",60,15,50,30,70,15,100,30,50,75,75,50,70,70,50,60,50,100,50,75,50,100,80,50,75,80,30,70,50,80,40,NA,NA,40,50,70
"6578","Republican","High School","White",TRUE,"Female",15,60,40,85,30,60,30,85,50,40,60,70,100,85,15,50,50,100,85,100,15,50,0,15,50,50,50,0,70,60,60,15,100,0,50,40
"6579","Independent","Bachelor's Degree","White",FALSE,"Male",15,30,15,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6580","Republican","Some College","White",TRUE,"Male",0,99,0,99,0,100,85,85,0,50,50,50,0,85,50,NA,0,NA,85,85,50,NA,50,50,50,50,85,50,0,85,85,85,85,85,85,50
"6581","Republican","Some College","White",TRUE,"Female",0,100,0,100,0,100,50,50,30,50,60,40,50,60,100,50,30,50,50,100,100,40,15,50,NA,NA,50,50,NA,85,85,NA,50,60,50,50
"6582","Democrat","Graduate Degree","White",TRUE,"Female",70,0,85,0,90,0,90,20,100,85,75,70,15,30,100,60,100,70,100,70,100,100,100,100,85,60,0,60,85,70,15,100,30,100,85,95
"6583","Republican","Some College","White",TRUE,"Female",0,60,0,85,30,85,70,70,30,30,50,70,60,50,50,70,15,85,15,85,0,60,60,50,60,60,70,50,50,70,40,NA,60,40,NA,60
"6584","Democrat","Bachelor's Degree","White",TRUE,"Male",55,55,55,55,65,35,85,100,75,75,55,70,45,100,50,70,100,100,100,85,55,85,100,65,25,20,0,55,55,35,40,55,75,45,70,95
"6585","Republican","High School","White",TRUE,"Female",15,85,30,60,15,70,50,50,15,0,50,50,85,50,50,50,85,100,85,85,50,70,50,40,NA,NA,NA,NA,50,100,60,85,50,0,85,85
"6586","Republican","High School","White",TRUE,"Female",0,60,0,85,0,100,15,85,15,0,15,70,85,70,60,15,40,85,85,85,60,70,0,15,60,15,85,0,60,60,85,15,NA,0,40,70
"6587","Republican","High School","White",TRUE,"Female",0,100,0,NA,0,100,0,100,50,50,0,50,100,100,50,50,60,100,100,100,50,50,0,15,50,50,100,0,100,50,100,NA,100,0,50,50
"6588","Democrat","Some College","White",TRUE,"Female",60,30,70,0,85,0,85,50,50,60,70,30,50,85,50,50,50,70,50,70,50,50,60,50,70,70,40,50,40,60,50,60,50,40,85,70
"6589","Republican","Bachelor's Degree","White",TRUE,"Female",0,70,0,100,0,100,30,75,0,0,15,60,70,70,50,15,40,75,90,90,50,60,0,15,40,50,75,0,90,60,90,0,90,0,30,50
"6590","Democrat","Some College","Other",TRUE,"Male",50,0,50,0,60,0,85,2,90,60,100,60,2,10,100,20,90,40,100,0,100,100,90,20,70,85,0,70,70,50,0,100,20,100,85,90
"6591","Republican","Less than High School","Native American",TRUE,"Male",50,50,40,85,0,100,100,100,50,50,30,50,50,50,50,50,50,100,50,100,50,100,100,50,100,100,100,50,50,100,100,100,100,100,100,100
"6592","Republican","Graduate Degree","White",TRUE,"Female",0,60,0,60,60,30,50,50,40,50,50,40,50,50,50,50,50,80,50,80,15,50,50,50,50,50,50,40,50,50,50,40,50,15,50,40
"6593","Republican","High School","White",FALSE,"Female",0,85,0,85,0,85,60,70,70,40,60,70,85,70,50,NA,50,70,50,70,40,60,30,40,NA,50,70,40,70,40,70,50,80,40,70,70
"6594","Democrat","Some College","Other",FALSE,"Female",60,30,60,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6595","Republican","Some College","White",TRUE,"Female",30,85,30,100,0,100,50,40,0,0,0,85,85,60,60,70,40,100,40,70,40,85,0,30,NA,60,85,40,40,60,70,NA,60,40,40,40
"6596","Democrat","Some College","White",TRUE,"Female",85,15,85,0,100,0,85,15,100,100,50,0,15,85,70,40,50,50,100,70,50,100,70,85,70,70,15,50,50,50,50,100,50,100,85,85
"6597","Republican","High School","Hispanic",TRUE,"Male",100,40,100,0,100,0,100,100,100,100,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,0,100,50,NA,NA,100,100,100
"6598","Republican","Graduate Degree","White",TRUE,"Female",40,70,30,85,30,40,100,15,70,40,100,85,30,85,50,40,50,70,50,85,50,85,60,30,70,60,50,30,85,50,60,70,50,85,40,85
"6599","Republican","Some College","White",TRUE,"Male",0,85,0,100,0,100,30,100,0,0,0,70,85,70,0,40,0,85,70,85,0,50,0,15,50,15,100,0,85,70,85,0,85,0,15,60
"6600","Republican","Bachelor's Degree","White",TRUE,"Male",0,60,15,85,0,70,5,50,75,5,5,75,75,75,75,5,75,75,75,75,75,75,0,5,75,25,75,0,85,40,75,0,85,75,5,25
"6601","Republican","Some College","White",TRUE,"Male",15,85,10,100,40,70,70,85,70,40,85,70,85,85,85,70,85,100,100,99,85,85,30,70,80,85,90,40,40,85,85,75,90,70,85,85
"6602","Democrat","Graduate Degree","White",FALSE,"Male",60,0,85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6603","Democrat","Some College","White",TRUE,"Female",85,50,100,30,100,0,100,60,100,70,85,50,70,85,85,50,85,100,100,85,85,100,100,100,100,100,40,NA,NA,100,60,100,85,100,100,100
"6604","Independent","Bachelor's Degree","White",TRUE,"Male",0,0,0,0,0,0,50,0,70,0,60,0,0,0,100,0,85,60,85,0,100,70,87,60,0,30,10,70,0,0,0,60,50,70,50,50
"6605","Republican","High School","White",TRUE,"Male",0,100,0,100,0,100,70,70,60,50,50,60,85,70,30,50,70,85,70,85,15,85,0,40,70,70,85,0,60,85,70,NA,85,60,30,85
"6606","Democrat","Some College","White",TRUE,"Female",70,15,70,0,85,0,100,50,70,85,85,70,60,60,70,60,70,85,85,70,70,85,85,85,85,70,60,60,60,60,40,70,70,85,85,70
"6607","Democrat","Graduate Degree","White",TRUE,"Male",85,30,85,0,75,0,85,0,100,75,85,0,35,15,100,70,85,40,95,40,100,95,95,90,NA,70,30,85,15,40,15,85,85,70,95,85
"6608","Democrat","High School","Other",FALSE,"Female",85,40,85,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6609","Democrat","Bachelor's Degree","White",TRUE,"Male",70,15,85,0,70,0,85,0,70,60,60,30,40,60,60,60,40,40,70,40,50,70,70,70,50,40,0,40,60,30,15,75,40,60,60,75
"6610","Democrat","Less than High School","White",FALSE,"Male",70,40,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6611","Democrat","Graduate Degree","White",TRUE,"Female",70,0,60,0,75,0,100,0,100,90,90,35,0,35,100,60,80,50,60,40,95,100,75,100,60,85,0,85,40,40,20,85,60,100,90,85
"6612","Republican","Bachelor's Degree","White",TRUE,"Male",15,60,15,60,10,30,50,25,25,25,25,40,75,50,45,25,50,60,50,95,25,80,0,10,80,25,45,5,75,75,100,25,75,95,30,75
"6613","Democrat","Graduate Degree","Black",TRUE,"Male",100,30,85,30,100,15,100,30,85,70,85,85,30,70,85,40,85,85,100,85,100,100,85,70,85,100,60,60,70,100,69,85,60,85,100,100
"6614","Independent","Some College","Hispanic",TRUE,"Male",NA,NA,NA,NA,NA,85,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"6615","Democrat","Some College","White",TRUE,"Male",100,60,100,15,100,0,85,40,40,40,40,30,60,60,60,60,70,85,85,70,85,70,85,70,60,40,70,40,40,40,30,NA,60,70,60,85
"6616","Republican","Graduate Degree","White",TRUE,"Female",15,50,30,60,30,60,50,50,40,30,40,60,60,80,50,15,50,50,50,80,50,70,0,0,NA,NA,70,15,100,30,80,50,80,NA,15,40
"6617","Democrat","Graduate Degree","White",TRUE,"Male",80,0,65,0,60,0,90,40,70,80,70,0,40,50,100,0,100,100,100,70,100,100,70,100,80,70,40,50,50,50,30,70,100,70,70,70
"6618","Republican","Some College","Native American",FALSE,"Female",0,60,15,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
